config,r10_region,region_label,technology,technology_label,bin_rank,n_cells,avg_cf,std_cf,total_capacity_gw
HiT,R10AFRICA,Africa,solar,Solar PV,37,129,0.2311,0.0408,574.44
HiT,R10AFRICA,Africa,solar,Solar PV,38,285,0.2303,0.0402,340.54
HiT,R10AFRICA,Africa,solar,Solar PV,39,143,0.2295,0.0395,304.2
HiT,R10AFRICA,Africa,solar,Solar PV,40,119,0.2288,0.0487,115.55
HiT,R10AFRICA,Africa,solar,Solar PV,41,174,0.2273,0.0376,68.46
HiT,R10AFRICA,Africa,solar,Solar PV,42,152,0.2255,0.0374,128.2
HiT,R10AFRICA,Africa,solar,Solar PV,43,256,0.2244,0.041,550.43
HiT,R10AFRICA,Africa,solar,Solar PV,44,200,0.2236,0.044,115.05
HiT,R10AFRICA,Africa,solar,Solar PV,45,181,0.223,0.0399,493.12
HiT,R10AFRICA,Africa,solar,Solar PV,46,160,0.2212,0.0448,242.92
HiT,R10AFRICA,Africa,solar,Solar PV,47,155,0.2207,0.037,470.55
HiT,R10AFRICA,Africa,solar,Solar PV,48,117,0.2198,0.0437,119.22
HiT,R10AFRICA,Africa,solar,Solar PV,49,169,0.2189,0.0435,79.36
HiT,R10AFRICA,Africa,solar,Solar PV,50,93,0.2154,0.04,400.8
HiT,R10AFRICA,Africa,solar,Solar PV,51,85,0.2141,0.0352,99.3
HiT,R10AFRICA,Africa,solar,Solar PV,52,154,0.2136,0.0389,789.16
HiT,R10AFRICA,Africa,solar,Solar PV,53,53,0.2135,0.042,19.67
HiT,R10AFRICA,Africa,solar,Solar PV,54,130,0.2113,0.0377,163.41
HiT,R10AFRICA,Africa,solar,Solar PV,55,126,0.2112,0.0441,81.71
HiT,R10AFRICA,Africa,solar,Solar PV,56,161,0.2058,0.039,490.43
HiT,R10AFRICA,Africa,solar,Solar PV,57,172,0.2056,0.0432,934.23
HiT,R10AFRICA,Africa,solar,Solar PV,58,144,0.2047,0.0421,649.92
HiT,R10AFRICA,Africa,solar,Solar PV,59,45,0.2045,0.0376,32.6
HiT,R10AFRICA,Africa,solar,Solar PV,60,98,0.2038,0.0377,565.13
HiT,R10AFRICA,Africa,solar,Solar PV,61,200,0.2011,0.0413,686.5
HiT,R10AFRICA,Africa,solar,Solar PV,62,55,0.1995,0.0437,51.89
HiT,R10AFRICA,Africa,solar,Solar PV,63,107,0.1971,0.0401,405.33
HiT,R10AFRICA,Africa,solar,Solar PV,64,67,0.1933,0.0362,80.78
HiT,R10AFRICA,Africa,solar,Solar PV,65,154,0.1841,0.0409,248.37
HiT,R10AFRICA,Africa,solar,Solar PV,66,69,0.1816,0.0432,226.18
HiT,R10AFRICA,Africa,solar,Solar PV,67,89,0.1769,0.038,51.37
HiT,R10AFRICA,Africa,solar,Solar PV,68,63,0.1747,0.0391,105.82
HiT,R10AFRICA,Africa,solar,Solar PV,69,66,0.1742,0.0377,139.5
HiT,R10AFRICA,Africa,solar,Solar PV,70,123,0.1693,0.045,146.54
HiT,R10AFRICA,Africa,solar,Solar PV,71,73,0.1555,0.0414,84.46
HiT,R10AFRICA,Africa,solar,Solar PV,72,69,0.1508,0.0352,102.6
LoT,R10AFRICA,Africa,wind_onshore,Wind onshore,1,1963,0.3426,0.2624,6221.56
LoT,R10AFRICA,Africa,wind_onshore,Wind onshore,2,838,0.3408,0.2683,1876.19
LoT,R10AFRICA,Africa,wind_onshore,Wind onshore,3,1180,0.3351,0.2491,1235.35
LoT,R10AFRICA,Africa,wind_onshore,Wind onshore,4,3323,0.3287,0.2335,6189.26
LoT,R10AFRICA,Africa,wind_onshore,Wind onshore,5,1334,0.2605,0.2502,1933.76
LoT,R10AFRICA,Africa,wind_onshore,Wind onshore,6,1200,0.172,0.1375,822.4
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,1,395,0.4276,0.2018,654.17
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,2,297,0.427,0.2197,734.45
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,3,281,0.4211,0.2201,776.67
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,4,187,0.4028,0.2189,666.09
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,5,407,0.3821,0.1941,996.97
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,6,325,0.3756,0.1862,1069.35
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,7,209,0.3755,0.2095,712.39
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,8,228,0.3738,0.2262,686.36
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,9,133,0.3716,0.2276,400.57
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,10,139,0.3661,0.1672,444.58
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,11,123,0.351,0.1795,362.14
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,12,186,0.3497,0.166,576.05
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,13,219,0.3401,0.186,633.97
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,14,117,0.3299,0.1591,374.19
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,15,243,0.3276,0.2096,468.2
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,16,312,0.3242,0.2146,973.79
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,17,253,0.3232,0.2049,802.05
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,18,154,0.3203,0.1787,508.53
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,19,85,0.3001,0.1912,66.0
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,20,191,0.2998,0.1686,159.89
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,21,167,0.2957,0.1837,464.21
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,22,166,0.2821,0.1436,245.44
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,23,144,0.2817,0.2885,125.41
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,24,51,0.2794,0.166,141.08
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,25,166,0.2792,0.1694,402.22
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,26,129,0.2704,0.1715,101.94
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,27,158,0.2686,0.1349,207.92
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,28,161,0.2684,0.2264,354.94
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,29,92,0.2671,0.1495,116.53
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,30,172,0.2646,0.1426,179.3
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,31,70,0.2597,0.1472,204.23
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,32,176,0.2578,0.1558,212.86
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,33,133,0.2534,0.1801,107.87
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,34,195,0.2447,0.1315,255.85
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,35,86,0.2381,0.1553,177.64
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,36,80,0.233,0.1618,76.87
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,37,135,0.2329,0.1671,436.45
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,38,90,0.2274,0.1301,47.78
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,39,80,0.2271,0.14,23.62
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,40,85,0.2222,0.1727,177.58
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,41,80,0.2201,0.1344,42.84
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,42,101,0.2124,0.1014,46.03
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,43,259,0.206,0.124,218.63
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,44,259,0.2008,0.1097,250.18
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,45,79,0.1973,0.1234,88.38
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,46,94,0.1864,0.1753,91.11
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,47,214,0.1849,0.1116,56.5
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,48,85,0.1804,0.1722,112.16
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,49,86,0.1785,0.1729,77.66
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,50,146,0.1672,0.0859,184.49
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,51,44,0.1642,0.0892,13.07
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,52,251,0.1629,0.0865,157.01
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,53,62,0.1606,0.1268,62.38
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,54,59,0.155,0.1216,86.2
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,55,56,0.154,0.1591,80.63
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,56,58,0.1479,0.1144,46.55
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,57,143,0.1458,0.1184,11.56
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,58,255,0.1437,0.0908,220.8
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,59,126,0.1266,0.0755,75.27
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,60,258,0.121,0.0753,216.81
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,61,98,0.0666,0.0709,14.0
HiT,R10AFRICA,Africa,wind_onshore,Wind onshore,62,5,0.0039,0.0064,0.09
LoT,R10AFRICA,Africa,wind_offshore,Wind offshore,1,659,0.4164,0.3397,2081.39
LoT,R10AFRICA,Africa,wind_offshore,Wind offshore,2,161,0.3593,0.2154,628.06
LoT,R10AFRICA,Africa,wind_offshore,Wind offshore,3,383,0.2941,0.2742,837.97
LoT,R10AFRICA,Africa,wind_offshore,Wind offshore,4,102,0.0917,0.0779,166.35
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,1,109,0.5389,0.2673,513.18
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,2,63,0.4706,0.2134,287.82
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,3,53,0.4627,0.2913,119.36
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,4,52,0.4354,0.2142,105.37
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,5,66,0.4352,0.2074,291.47
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,6,143,0.4243,0.2523,283.83
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,7,38,0.3781,0.1597,126.88
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,8,51,0.3771,0.1805,208.43
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,9,50,0.3703,0.2363,158.67
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,10,80,0.3558,0.169,341.03
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,11,53,0.3528,0.1763,172.42
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,12,23,0.3381,0.187,66.99
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,13,30,0.3275,0.127,78.6
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,14,23,0.3174,0.1529,56.59
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,15,39,0.3064,0.1289,89.34
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,16,52,0.2965,0.1739,119.06
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,17,28,0.2801,0.1602,43.07
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,18,34,0.259,0.1769,126.97
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,19,38,0.2497,0.1693,37.25
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,20,33,0.115,0.0618,63.8
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,21,60,0.114,0.0619,68.11
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,22,65,0.087,0.0482,143.58
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,23,30,0.0839,0.0376,40.76
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,24,39,0.0728,0.0455,61.78
HiT,R10AFRICA,Africa,wind_offshore,Wind offshore,25,53,0.0673,0.0451,109.4
LoT,R10CHINA+,China+,solar,Solar PV,1,1896,0.2462,0.069,4376.6
LoT,R10CHINA+,China+,solar,Solar PV,2,1327,0.2037,0.0798,2207.15
LoT,R10CHINA+,China+,solar,Solar PV,3,600,0.1973,0.0727,1060.18
LoT,R10CHINA+,China+,solar,Solar PV,4,405,0.1799,0.0673,482.65
LoT,R10CHINA+,China+,solar,Solar PV,5,352,0.1609,0.063,429.44
HiT,R10CHINA+,China+,solar,Solar PV,1,140,0.2631,0.0379,362.38
HiT,R10CHINA+,China+,solar,Solar PV,2,256,0.2617,0.0472,753.64
HiT,R10CHINA+,China+,solar,Solar PV,3,227,0.2558,0.0414,636.75
HiT,R10CHINA+,China+,solar,Solar PV,4,141,0.2509,0.0487,157.61
HiT,R10CHINA+,China+,solar,Solar PV,5,113,0.2463,0.0342,331.5
HiT,R10CHINA+,China+,solar,Solar PV,6,143,0.2463,0.0404,369.77
HiT,R10CHINA+,China+,solar,Solar PV,7,163,0.239,0.0431,401.57
HiT,R10CHINA+,China+,solar,Solar PV,8,115,0.2367,0.0448,219.41
HiT,R10CHINA+,China+,solar,Solar PV,9,160,0.2358,0.0418,394.56
HiT,R10CHINA+,China+,solar,Solar PV,10,116,0.2332,0.0349,294.58
HiT,R10CHINA+,China+,solar,Solar PV,11,142,0.231,0.0487,234.69
HiT,R10CHINA+,China+,solar,Solar PV,12,116,0.2259,0.047,231.94
HiT,R10CHINA+,China+,solar,Solar PV,13,78,0.223,0.0435,38.92
HiT,R10CHINA+,China+,solar,Solar PV,14,101,0.2178,0.0436,168.69
HiT,R10CHINA+,China+,solar,Solar PV,15,133,0.2164,0.0446,296.97
HiT,R10CHINA+,China+,solar,Solar PV,16,106,0.2142,0.0391,182.06
HiT,R10CHINA+,China+,solar,Solar PV,17,121,0.2118,0.0445,299.78
HiT,R10CHINA+,China+,solar,Solar PV,18,162,0.2107,0.0436,289.61
HiT,R10CHINA+,China+,solar,Solar PV,19,87,0.2063,0.0478,22.17
HiT,R10CHINA+,China+,solar,Solar PV,20,138,0.2051,0.0441,293.18
HiT,R10CHINA+,China+,solar,Solar PV,21,130,0.2013,0.0473,217.44
HiT,R10CHINA+,China+,solar,Solar PV,22,91,0.2011,0.0406,123.25
HiT,R10CHINA+,China+,solar,Solar PV,23,59,0.2011,0.0429,40.51
HiT,R10CHINA+,China+,solar,Solar PV,24,40,0.1989,0.0369,32.8
HiT,R10CHINA+,China+,solar,Solar PV,25,81,0.1981,0.0431,126.57
HiT,R10CHINA+,China+,solar,Solar PV,26,51,0.1973,0.0392,131.55
HiT,R10CHINA+,China+,solar,Solar PV,27,85,0.1956,0.0475,71.35
HiT,R10CHINA+,China+,solar,Solar PV,28,92,0.1921,0.0436,250.14
HiT,R10CHINA+,China+,solar,Solar PV,29,95,0.1913,0.0533,46.5
HiT,R10CHINA+,China+,solar,Solar PV,30,62,0.1899,0.0343,160.49
HiT,R10CHINA+,China+,solar,Solar PV,31,110,0.1898,0.0401,265.12
HiT,R10CHINA+,China+,solar,Solar PV,32,77,0.1874,0.0391,113.41
HiT,R10CHINA+,China+,solar,Solar PV,33,60,0.1839,0.0519,52.62
HiT,R10CHINA+,China+,solar,Solar PV,34,104,0.1782,0.0436,152.35
HiT,R10CHINA+,China+,solar,Solar PV,35,59,0.1716,0.0373,119.26
HiT,R10CHINA+,China+,solar,Solar PV,36,90,0.1711,0.0457,51.84
HiT,R10CHINA+,China+,solar,Solar PV,37,89,0.1632,0.0315,65.35
HiT,R10CHINA+,China+,solar,Solar PV,38,46,0.1608,0.0364,55.11
HiT,R10CHINA+,China+,solar,Solar PV,39,104,0.1594,0.0444,98.8
HiT,R10CHINA+,China+,solar,Solar PV,40,56,0.1579,0.0412,40.74
HiT,R10CHINA+,China+,solar,Solar PV,41,46,0.1542,0.0411,119.35
HiT,R10CHINA+,China+,solar,Solar PV,42,72,0.1539,0.0404,112.63
HiT,R10CHINA+,China+,solar,Solar PV,43,71,0.153,0.0478,43.64
HiT,R10CHINA+,China+,solar,Solar PV,44,52,0.1513,0.0391,85.44
LoT,R10CHINA+,China+,wind_onshore,Wind onshore,1,1030,0.2829,0.2463,3657.34
LoT,R10CHINA+,China+,wind_onshore,Wind onshore,2,1273,0.272,0.2603,3798.63
LoT,R10CHINA+,China+,wind_onshore,Wind onshore,3,273,0.1937,0.1712,701.98
LoT,R10CHINA+,China+,wind_onshore,Wind onshore,4,399,0.1761,0.1975,1178.64
LoT,R10CHINA+,China+,wind_onshore,Wind onshore,5,598,0.1599,0.2297,1514.91
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,1,277,0.3768,0.2289,885.01
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,2,328,0.3684,0.2275,1156.66
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,3,172,0.3186,0.2128,627.98
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,4,95,0.3085,0.2146,290.53
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,5,173,0.2953,0.1874,601.11
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,6,109,0.283,0.1421,325.98
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,7,60,0.272,0.2733,45.24
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,8,157,0.2652,0.1913,503.46
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,9,145,0.2423,0.1488,557.48
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,10,95,0.2399,0.1664,83.63
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,11,43,0.2355,0.111,63.15
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,12,106,0.2302,0.1736,312.64
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,13,53,0.2294,0.1648,178.15
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,14,81,0.2226,0.1953,203.45
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,15,122,0.2202,0.2104,301.94
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,16,56,0.2176,0.1818,155.33
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,17,142,0.2146,0.1272,593.31
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,18,88,0.2045,0.1706,257.02
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,19,96,0.1988,0.1245,270.04
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,20,47,0.1918,0.159,213.85
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,21,99,0.182,0.1969,277.66
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,22,34,0.1769,0.1073,145.13
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,23,103,0.1758,0.1337,255.01
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,24,91,0.1756,0.1496,258.53
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,25,54,0.171,0.13,247.65
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,26,99,0.1616,0.1098,301.22
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,27,22,0.1516,0.0716,24.09
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,28,65,0.1501,0.0962,89.17
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,29,42,0.1471,0.1244,92.76
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,30,64,0.1429,0.1073,134.34
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,31,59,0.1361,0.0909,240.3
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,32,35,0.1351,0.0853,142.77
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,33,79,0.1313,0.0873,277.7
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,34,75,0.1254,0.0824,211.12
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,35,48,0.123,0.0882,185.24
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,36,60,0.12,0.0862,101.57
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,37,42,0.1183,0.0919,68.91
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,38,42,0.1181,0.078,162.89
HiT,R10CHINA+,China+,wind_onshore,Wind onshore,39,15,0.1005,0.0448,9.47
LoT,R10CHINA+,China+,wind_offshore,Wind offshore,1,346,0.4784,0.2749,1121.12
LoT,R10CHINA+,China+,wind_offshore,Wind offshore,2,141,0.4491,0.1888,608.45
LoT,R10CHINA+,China+,wind_offshore,Wind offshore,3,200,0.3826,0.2356,632.96
HiT,R10CHINA+,China+,wind_offshore,Wind offshore,1,50,0.5835,0.1781,145.01
HiT,R10CHINA+,China+,wind_offshore,Wind offshore,2,38,0.5268,0.1554,164.37
HiT,R10CHINA+,China+,wind_offshore,Wind offshore,3,64,0.5239,0.1781,201.58
HiT,R10CHINA+,China+,wind_offshore,Wind offshore,4,40,0.4925,0.1236,145.48
HiT,R10CHINA+,China+,wind_offshore,Wind offshore,5,77,0.455,0.1541,313.01
HiT,R10CHINA+,China+,wind_offshore,Wind offshore,6,32,0.4476,0.1014,165.92
HiT,R10CHINA+,China+,wind_offshore,Wind offshore,7,20,0.4327,0.1783,85.73
HiT,R10CHINA+,China+,wind_offshore,Wind offshore,8,69,0.4286,0.1475,297.05
HiT,R10CHINA+,China+,wind_offshore,Wind offshore,9,25,0.4059,0.0874,98.63
HiT,R10CHINA+,China+,wind_offshore,Wind offshore,10,35,0.3943,0.1875,102.7
HiT,R10CHINA+,China+,wind_offshore,Wind offshore,11,37,0.3934,0.1638,92.63
HiT,R10CHINA+,China+,wind_offshore,Wind offshore,12,38,0.3883,0.1278,82.47
HiT,R10CHINA+,China+,wind_offshore,Wind offshore,13,53,0.3822,0.1242,233.74
HiT,R10CHINA+,China+,wind_offshore,Wind offshore,14,33,0.3718,0.097,21.28
HiT,R10CHINA+,China+,wind_offshore,Wind offshore,15,26,0.3718,0.1784,107.67
HiT,R10CHINA+,China+,wind_offshore,Wind offshore,16,21,0.3691,0.0967,61.96
HiT,R10CHINA+,China+,wind_offshore,Wind offshore,17,21,0.3155,0.1488,31.69
HiT,R10CHINA+,China+,wind_offshore,Wind offshore,18,8,0.2611,0.1713,11.61
LoT,R10EUROPE,Europe,solar,Solar PV,1,811,0.227,0.0688,682.42
LoT,R10EUROPE,Europe,solar,Solar PV,2,1099,0.1612,0.0676,842.45
LoT,R10EUROPE,Europe,solar,Solar PV,3,668,0.1567,0.0708,1306.81
LoT,R10EUROPE,Europe,solar,Solar PV,4,464,0.1436,0.0701,199.56
HiT,R10EUROPE,Europe,solar,Solar PV,1,58,0.244,0.0418,13.66
HiT,R10EUROPE,Europe,solar,Solar PV,2,212,0.2428,0.0488,95.16
HiT,R10EUROPE,Europe,solar,Solar PV,3,122,0.2287,0.0508,214.98
HiT,R10EUROPE,Europe,solar,Solar PV,4,162,0.2265,0.0503,210.72
HiT,R10EUROPE,Europe,solar,Solar PV,5,117,0.2236,0.0424,23.48
HiT,R10EUROPE,Europe,solar,Solar PV,6,140,0.2113,0.0508,124.42
HiT,R10EUROPE,Europe,solar,Solar PV,7,199,0.2064,0.043,42.99
HiT,R10EUROPE,Europe,solar,Solar PV,8,88,0.1878,0.0378,23.62
HiT,R10EUROPE,Europe,solar,Solar PV,9,78,0.1847,0.0312,29.34
HiT,R10EUROPE,Europe,solar,Solar PV,10,93,0.1847,0.0519,140.13
HiT,R10EUROPE,Europe,solar,Solar PV,11,106,0.1837,0.0475,60.88
HiT,R10EUROPE,Europe,solar,Solar PV,12,49,0.1787,0.0386,46.64
HiT,R10EUROPE,Europe,solar,Solar PV,13,94,0.1742,0.0332,58.6
HiT,R10EUROPE,Europe,solar,Solar PV,14,55,0.171,0.042,57.42
HiT,R10EUROPE,Europe,solar,Solar PV,15,90,0.1701,0.0531,245.13
HiT,R10EUROPE,Europe,solar,Solar PV,16,67,0.1663,0.0484,155.25
HiT,R10EUROPE,Europe,solar,Solar PV,17,131,0.1634,0.0405,109.28
HiT,R10EUROPE,Europe,solar,Solar PV,18,96,0.1559,0.0493,207.63
HiT,R10EUROPE,Europe,solar,Solar PV,19,102,0.1519,0.0488,55.43
HiT,R10EUROPE,Europe,solar,Solar PV,20,35,0.151,0.0435,27.41
HiT,R10EUROPE,Europe,solar,Solar PV,21,45,0.1508,0.0377,109.53
HiT,R10EUROPE,Europe,solar,Solar PV,22,86,0.15,0.043,114.07
HiT,R10EUROPE,Europe,solar,Solar PV,23,61,0.1498,0.0511,20.3
HiT,R10EUROPE,Europe,solar,Solar PV,24,53,0.1458,0.0424,99.79
HiT,R10EUROPE,Europe,solar,Solar PV,25,50,0.1451,0.0421,5.46
HiT,R10EUROPE,Europe,solar,Solar PV,26,74,0.1443,0.0452,226.34
HiT,R10EUROPE,Europe,solar,Solar PV,27,61,0.1428,0.0389,10.09
HiT,R10EUROPE,Europe,solar,Solar PV,28,38,0.141,0.0349,2.07
HiT,R10EUROPE,Europe,solar,Solar PV,29,113,0.1398,0.0141,25.91
HiT,R10EUROPE,Europe,solar,Solar PV,30,72,0.1384,0.0401,18.36
HiT,R10EUROPE,Europe,solar,Solar PV,31,69,0.1369,0.0388,177.92
HiT,R10EUROPE,Europe,solar,Solar PV,32,53,0.1366,0.0399,151.09
HiT,R10EUROPE,Europe,solar,Solar PV,33,29,0.1365,0.0341,55.55
HiT,R10EUROPE,Europe,solar,Solar PV,34,47,0.136,0.0493,13.4
HiT,R10EUROPE,Europe,solar,Solar PV,35,58,0.1338,0.0408,52.8
HiT,R10EUROPE,Europe,solar,Solar PV,36,39,0.1313,0.042,6.39
LoT,R10EUROPE,Europe,wind_onshore,Wind onshore,1,1401,0.3229,0.303,1652.2
LoT,R10EUROPE,Europe,wind_onshore,Wind onshore,2,440,0.2735,0.1973,1514.65
LoT,R10EUROPE,Europe,wind_onshore,Wind onshore,3,552,0.2043,0.234,635.89
LoT,R10EUROPE,Europe,wind_onshore,Wind onshore,4,265,0.1689,0.1539,109.19
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,1,134,0.4505,0.2306,239.45
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,2,133,0.4149,0.2216,246.8
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,3,72,0.3927,0.2705,13.28
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,4,169,0.3565,0.2356,328.41
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,5,110,0.3309,0.1615,36.22
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,6,120,0.3236,0.1624,47.11
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,7,151,0.3221,0.193,663.13
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,8,79,0.3033,0.1421,69.55
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,9,119,0.2931,0.053,101.83
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,10,89,0.2845,0.1416,183.55
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,11,103,0.2777,0.1433,428.44
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,12,83,0.267,0.1342,31.35
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,13,83,0.2502,0.2513,18.6
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,14,101,0.2355,0.2021,303.98
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,15,63,0.2338,0.1525,55.16
